h;y
0;0,0243034143819138
0,1;0,265059021439676
0,2;0,504672663535491
0,3;0,747919733185276
0,4;1,00010003942188
0,5;1,26695301334352
0,6;1,55459258848204
0,7;1,86945956845995
0,8;2,21830140879777
0,9;2,60819741514965
