x;y
0,00000000000000E+0;1,00000000000000E+0
0,00000000000000E+0;5,00000000000000E-1
1,00000000000000E-1;1,05092928883410E+0
1,00000000000000E-1;3,95180119981286E-1
2,00000000000000E-1;1,10238552702144E+0
2,00000000000000E-1;2,81563423731296E-1
3,00000000000000E-1;1,15233018053881E+0
3,00000000000000E-1;1,60735009026887E-1
4,00000000000000E-1;1,19881486653955E+0
4,00000000000000E-1;3,47677849109570E-2
5,00000000000000E-1;1,24018387060421E+0
5,00000000000000E-1;-9,37490308824650E-2
6,00000000000000E-1;1,27527404851141E+0
6,00000000000000E-1;-2,21753927861486E-1
7,00000000000000E-1;1,30357421088235E+0
7,00000000000000E-1;-3,45835223083249E-1
8,00000000000000E-1;1,32531027875302E+0
8,00000000000000E-1;-4,62417830700089E-1
9,00000000000000E-1;1,34143816808975E+0
9,00000000000000E-1;-5,67984613660226E-1
1,00000000000000E+0;1,35354894854254E+0
1,00000000000000E+0;-6,59294968815074E-1
