x;y
0,00000000000000E+0;1,00000000000000E+0
0,00000000000000E+0;5,00000000000000E-1
1,00000000000000E-1;1,05090176137078E+0
1,00000000000000E-1;3,95420446368439E-1
2,00000000000000E-1;1,10240626655758E+0
2,00000000000000E-1;2,82008410514763E-1
3,00000000000000E-1;1,15247340086788E+0
3,00000000000000E-1;1,61320382912754E-1
4,00000000000000E-1;1,19914109725344E+0
4,00000000000000E-1;3,53986764269318E-2
5,00000000000000E-1;1,24072718770936E+0
5,00000000000000E-1;-9,31947435518765E-2
6,00000000000000E-1;1,27603158745341E+0
6,00000000000000E-1;-2,21416143233113E-1
7,00000000000000E-1;1,30450092681313E+0
7,00000000000000E-1;-3,45856866429509E-1
8,00000000000000E-1;1,32632082196262E+0
8,00000000000000E-1;-4,62927354026918E-1
9,00000000000000E-1;1,34241579798667E+0
9,00000000000000E-1;-5,69079195463496E-1
1,00000000000000E+0;1,35435938092494E+0
1,00000000000000E+0;-6,61027578419382E-1
